Year,Engine_Size,Mileage,Color_Another Color,Color_Beige,Color_Black,Color_Blue,Color_Bronze,Color_Brown,Color_Burgundy,Color_Dark Blue,Color_Dark Brown,Color_Dark leaden,Color_Golden,Color_Green,Color_Grey,Color_Light gray,Color_Nardo Gray,Color_Navy,Color_Oil Green,Color_Oily,Color_Orange,Color_Petrol,Color_Purple,Color_Red,Color_Silver,Color_White,Color_Yellow,Color_another_color,Color_leaden,Color_light golden,Options_Full,Options_Semi Full,Options_Standard,Gear_Type_Automatic,Gear_Type_CVT,Gear_Type_Manual,Brand_Aston Martin,Brand_Audi,Brand_BMW,Brand_BYD,Brand_Bentley,Brand_Cadillac,Brand_Changan,Brand_Chery,Brand_Chevrolet,Brand_Chrysler,Brand_Classic,Brand_Daihatsu,Brand_Dodge,Brand_FAW,Brand_Ferrari,Brand_Fiat,Brand_Ford,Brand_Foton,Brand_GAC,Brand_GMC,Brand_Geely,Brand_Genesis,Brand_Great Wall,Brand_HAVAL,Brand_Honda,Brand_Hummer,Brand_Hyundai,Brand_INFINITI,Brand_Isuzu,Brand_Iveco,Brand_Jaguar,Brand_Jeep,Brand_Kia,Brand_Land Rover,Brand_Lexus,Brand_Lifan,Brand_Lincoln,Brand_MG,Brand_MINI,Brand_Maserati,Brand_Mazda,Brand_Mercedes,Brand_Mercury,Brand_Mitsubishi,Brand_Nissan,Brand_Other,Brand_Peugeot,Brand_Porsche,Brand_Renault,Brand_Rolls-Royce,Brand_Subaru,Brand_Suzuki,Brand_Toyota,Brand_Victory Auto,Brand_Volkswagen,Brand_Zhengzhou,Brand_Škoda,Model_2,Model_3,Model_300,Model_3008,Model_301,Model_307,Model_360,Model_4Runner,Model_5,Model_500,Model_5008,Model_6,Model_911,Model_A,Model_A3,Model_A4,Model_A5,Model_A6,Model_A7,Model_A8,Model_APV,Model_ASX,Model_ATS,Model_Abeka,Model_Acadia,Model_Accent,Model_Accord,Model_Altima,Model_Armada,Model_Arnage,Model_Attrage,Model_Aurion,Model_Avalon,Model_Avante,Model_Avanza,Model_Aveo,Model_Azera,Model_Azkarra,Model_B50,Model_Beetle,Model_Behbehani,Model_Bentayga,Model_Blazer,Model_Boxer,Model_Bus County,Model_Bus Urvan,Model_C,Model_C-HR,Model_C200,Model_C300,Model_CC,Model_CL,Model_CLA,Model_CLS,Model_CRV,Model_CS35,Model_CS35 Plus,Model_CS75,Model_CS85,Model_CS95,Model_CT-S,Model_CT4,Model_CT5,Model_CT6,Model_CX3,Model_CX5,Model_CX7,Model_CX9,Model_Cadenza,Model_Cadillac,Model_Camargue,Model_Camaro,Model_Camry,Model_Caprice,Model_Capture,Model_Carens,Model_Carenz,Model_Carnival,Model_Cayenne,Model_Cayenne S,Model_Cayenne Turbo,Model_Cayenne Turbo GTS,Model_Cayman,Model_Cerato,Model_Challenger,Model_Charger,Model_Cherokee,Model_Ciocca,Model_City,Model_Civic,Model_Coaster,Model_Colorado,Model_Compass,Model_Continental GT,Model_Coolray,Model_Copper,Model_Cores,Model_Corolla,Model_Countryman,Model_Coupe,Model_Coupe S,Model_Cressida,Model_Creta,Model_Crosstour,Model_Cruze,Model_D'max,Model_D-MAX,Model_DB9,Model_Daily,Model_Datsun,Model_Defender,Model_Delta,Model_Discovery,Model_Doblo,Model_Dokker,Model_Durango,Model_Duster,Model_Dyna,Model_Dzire,Model_E,Model_EC7,Model_EC8,Model_ES,Model_Eado,Model_Echo,Model_Echo Sport,Model_Edge,Model_Elantra,Model_Emgrand,Model_Envoy,Model_Ertiga,Model_Escalade,Model_Expedition,Model_Explorer,Model_F Type,Model_F-Pace,Model_F150,Model_F3,Model_FJ,Model_FX,Model_Fabia,Model_Fleetwood,Model_Flex,Model_Fluence,Model_Flying Spur,Model_Focus,Model_Forester,Model_Furniture,Model_Fusion,Model_G,Model_G330,Model_G70,Model_G80,Model_GC7,Model_GL,Model_GLC,Model_GLE,Model_GS,Model_GS3,Model_GS8,Model_GTB 599 Fiorano,Model_GX,Model_Galant,Model_Gamble,Model_Genesis,Model_Ghost,Model_Gloria,Model_Golf,Model_Gran Max,Model_Grand Cherokee,Model_Grand Marquis,Model_Grand Vitara,Model_H-2,Model_H1,Model_H2,Model_H3,Model_H6,Model_H9,Model_HRV,Model_HS,Model_Hiace,Model_Hilux,Model_IS,Model_Impala,Model_Innova,Model_Jetta,Model_Jimny,Model_Juke,Model_K5,Model_KICKS,Model_Kaptiva,Model_Koleos,Model_Kona,Model_L200,Model_L300,Model_LF X60,Model_LS,Model_LX,Model_Lancer,Model_Land Cruiser,Model_Land Cruiser 70,Model_Land Cruiser Pickup,Model_Levante,Model_Liberty,Model_Logan,Model_Lumina,Model_M,Model_MKS,Model_MKX,Model_MKZ,Model_ML,Model_Macan,Model_Malibu,Model_Marquis,Model_Maxima,Model_Megane,Model_Milan,Model_Mini Cooper,Model_Mini Van,Model_Mohave,Model_Montero,Model_Montero2,Model_Murano,Model_Mustang,Model_NX,Model_Nativa,Model_Navara,Model_Navigator,Model_Nitro,Model_Odyssey,Model_Opirus,Model_Optima,Model_Optra,Model_Other,Model_Outlander,Model_POS24,Model_Pajero,Model_Panamera,Model_Partner,Model_Passat,Model_Pathfinder,Model_Patriot,Model_Patrol,Model_Pegas,Model_Picanto,Model_Pick up,Model_Pilot,Model_Platinum,Model_Power,Model_Prado,Model_Prestige,Model_Prestige Plus,Model_Previa,Model_Prius,Model_Q,Model_Q5,Model_Q7,Model_QQ,Model_QX,Model_Quattroporte,Model_RC,Model_RX,Model_RX5,Model_RX8,Model_Ram,Model_Range Rover,Model_Ranger,Model_Rav4,Model_Rio,Model_Royal,Model_Rush,Model_S,Model_S300,Model_S5,Model_S8,Model_SEL,Model_SL,Model_SRT,Model_SX4,Model_Safari,Model_Safrane,Model_Savana,Model_Sedona,Model_Seltos,Model_Senta fe,Model_Sentra,Model_Seven,Model_Sierra,Model_Silverado,Model_Sonata,Model_Sorento,Model_Soul,Model_Spark,Model_Sportage,Model_Stinger,Model_Suburban,Model_Sunny,Model_Superb,Model_Suvana,Model_Sylvian Bus,Model_Symbol,Model_T77,Model_Tahoe,Model_Talisman,Model_Taurus,Model_Terios,Model_Terios Ground,Model_Terrain,Model_The 3,Model_The 4,Model_The 5,Model_The 6,Model_The 7,Model_The M,Model_Tiggo,Model_Tiguan,Model_Touareg,Model_Town Car,Model_Trailblazer,Model_Traverse,Model_Tucson,Model_Tuscani,Model_UX,Model_VTC,Model_Van,Model_Van R,Model_Vanquish,Model_Vantage,Model_Vego,Model_Veloster,Model_Veracruz,Model_Viano,Model_Victoria,Model_Vitara,Model_Wrangler,Model_X,Model_X-Terra,Model_X-Trail,Model_X40,Model_X7,Model_XF,Model_XJ,Model_XT5,Model_Yaris,Model_Yukon,Model_Z,Model_Z350,Model_Z370,Model_ZS,Model_i40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
